experiment,session_code,group_id,round,sent_amount,sent_back_amount,sent_reason,sent_back_reason,reason_sent_self_payoff,reason_sent_other_payoff,reason_sent_fairness,reason_sent_trust,reason_back_self_payoff,reason_back_other_payoff,reason_back_fairness,reason_back_trust
trust,ahigfc47,4,5,50,60,I chose to send 50 points in Round 5 because this consistent strategy has been yielding fair returns and maximizing my earnings across the previous rounds.,Returning 60 points seems to be a fair and consistent strategy based on the previous rounds where both Participant A and I benefited.,9.0,4.0,6.0,5.0,6.0,6.0,8.0,7.0
trust,ahigfc47,4,6,50,60,I chose to send 50 points in Round 6 because maintaining this consistent strategy has resulted in fair returns and maximized my earnings in previous rounds.,Continuing with the strategy used in previous rounds to maintain consistency and trust in the game.,9.0,3.0,6.0,5.0,4.0,4.0,7.0,10.0
trust,ahigfc47,4,7,50,60,I chose to send 50 points in Round 7 to maintain a consistent strategy which has so far resulted in fair returns and maximized my earnings. This approach has proven beneficial across previous rounds.,"To maintain consistency in my decisions and continue building trust with Participant A, I will return 60 points.",8.0,4.0,6.0,6.0,4.0,6.0,7.0,9.0
trust,ahigfc47,4,8,50,60,I chose to send 50 points in Round 8 to maintain a consistent strategy which has proven beneficial in maximizing my earnings through fair returns in previous rounds.,I have consistently been sending back 60 points to build trust and maintain consistency.,8.0,3.0,7.0,6.0,4.0,6.0,7.0,10.0
trust,ahigfc47,4,9,50,60,I chose to send 50 points in Round 9 to maintain a consistent strategy which has proven beneficial in maximizing my earnings through fair returns in previous rounds.,"To maintain consistency and trust, similar to previous rounds.",9.0,4.0,7.0,6.0,2.0,2.0,4.0,9.0
trust,ahigfc47,4,10,50,60,I chose to send 50 points in Round 10 to maintain a consistent strategy which has proven beneficial in maximizing my earnings through fair returns in previous rounds.,To maintain consistency with previous rounds and reinforce trust in the game.,8.0,4.0,7.0,6.0,3.0,3.0,5.0,10.0
trust,ahigfc47,5,1,50,75,"I chose to send 50 points to Participant B because it maximizes the potential return while maintaining a balance between risk and reward. This allows for 150 points to be sent to Participant B, and if they reciprocate generously, both participants can benefit.","I believe 75 points is a fair amount to return, given that it is half of the tripled amount, ensuring both participants end up with equal points.",8.0,6.0,7.0,7.0,5.0,5.0,10.0,8.0
trust,ahigfc47,5,2,50,75,"Sending 50 points balances the potential risk and reward effectively, similar to the previous round.","I believe 75 points is a fair amount to return, given that it is half of the tripled amount, ensuring both participants end up with equal points.",7.0,3.0,6.0,5.0,5.0,5.0,10.0,7.0
trust,ahigfc47,5,3,50,75,"Based on the strategy used in the previous two rounds, sending 50 points was reciprocated with a positive return that maximized the overall points for both participants.","Returning 75 points maintains fairness and consistency with the previous rounds, ensuring both participants end up with equal points.",8.0,7.0,6.0,7.0,5.0,5.0,10.0,8.0
trust,ahigfc47,5,4,50,75,"In the previous rounds, sending 50 points to Participant B has resulted in a good return for both participants. Continuing this strategy may continue to yield favorable results.","Returning 75 points ensures that both participants continue to end up with equal points, which I believe is fair.",8.0,6.0,5.0,6.0,5.0,5.0,10.0,7.0
trust,ahigfc47,5,5,50,75,"Based on previous rounds, sending 50 points resulted in a favorable outcome with a good return from Participant B.","Returning 75 points continues the pattern of fairness established in previous rounds, ensuring both participants end up with equal points.",8.0,3.0,4.0,7.0,4.0,5.0,10.0,8.0
trust,ahigfc47,5,6,50,75,"Based on prior rounds, sending 50 points has resulted in receiving 75 points back, maximizing the payoff for both Participant A and B. Consistency in this strategy seems beneficial.","Returning 75 points ensures that both participants continue to end up with equal points, which I believe is fair.",8.0,8.0,7.0,7.0,2.0,6.0,10.0,6.0
trust,ahigfc47,5,7,50,75,Consistent with previous rounds; ensures a balanced and predictable outcome for both participants.,"Returning 75 points ensures that both participants continue to end up with equal points, which I believe is fair.",5.0,5.0,8.0,7.0,3.0,5.0,10.0,7.0
trust,ahigfc47,5,8,50,75,"I have been consistently sending 50 points in previous rounds, and this strategy has been yielding positive payoffs for both participants.","In previous rounds, I opted to return 75 points out of the 150 points I received. This has been a consistent and fair strategy, balancing giving back a reasonable portion while keeping an adequate amount.",7.0,7.0,8.0,7.0,6.0,5.0,9.0,7.0
trust,ahigfc47,5,9,50,75,"I have consistently sent 50 points in previous rounds, resulting in a balanced payoff for both participants.",To maintain consistency with the previous rounds.,5.0,5.0,8.0,6.0,3.0,3.0,5.0,7.0
trust,ahigfc47,5,10,50,75,"I chose to send 50 points, consistent with my decisions in the previous rounds, which balanced the send and return amounts in a way that maximized the total points for both participants.","Returning 75 points ensures that both Participant A and I earn an equal amount of 75 points each, which has been the pattern in previous rounds and seems fair.",7.0,7.0,8.0,6.0,7.0,7.0,10.0,8.0
trust,axqf0q0v,1,1,50,75,"Sending 50 points will result in Participant B receiving 150 points (as each point is tripled). By sending a substantial but moderate amount, I aim to create a sense of cooperation and fairness which could encourage Participant B to return a reasonable amount back to me.","Returning 75 points is a balanced approach considering that the original amount of 50 points was tripled to 150 points. This way, both participants benefit, promoting trust and cooperation.",7.0,6.0,8.0,9.0,7.0,8.0,9.0,9.0
trust,axqf0q0v,1,2,50,75,"In the first round, sending 50 points resulted in a successful outcome, with Participant B returning 75 points, increasing both our payoffs. Maintaining this amount could continue fostering trust and cooperation.",Returning 75 points again maintains a fair and consistent strategy and aims to maximize fairness and trust between both participants.,7.0,5.0,5.0,9.0,3.0,5.0,10.0,9.0
trust,axqf0q0v,1,3,50,75,"In the previous two rounds, sending 50 points has resulted in a favorable outcome with Participant B returning 75 points. Thus, I will continue to send the same amount to maintain cooperation and fairness.","To maintain fairness and the strategy used in previous rounds, returning half of the tripled points (75 points) seems appropriate.",8.0,6.0,8.0,9.0,4.0,6.0,9.0,6.0
trust,axqf0q0v,1,4,50,75,"In the previous three rounds, sending 50 points has resulted in a favorable outcome with Participant B returning 75 points each time. Thus, I will continue to send the same amount to maintain cooperation and fairness.","To maintain consistency and fairness, I am choosing to return the same amount as previous rounds (75 points). This strategy ensures mutual benefit and maintains trust.",8.0,6.0,8.0,9.0,6.0,7.0,9.0,8.0
trust,axqf0q0v,1,5,50,75,"Based on the consistent favorable results of sending 50 points and receiving 75 points back in all previous rounds, I will continue sending 50 points to maintain cooperation and fairness.","In all previous rounds, I chose to return 75 points to maintain a consistent strategy and reciprocate Participant A's trust.",8.0,7.0,9.0,9.0,6.0,4.0,7.0,9.0
trust,axqf0q0v,1,6,50,75,"In all previous rounds, sending 50 points has consistently resulted in Participant B returning 75 points. To continue this trend of cooperation and favorable outcomes, I will send 50 points again.","To maintain a consistent strategy and reciprocate Participant A's trust, just as I have done in the previous rounds.",8.0,6.0,7.0,9.0,3.0,4.0,6.0,9.0
trust,axqf0q0v,1,7,50,75,"Based on the consistent favorable results of sending 50 points and receiving 75 points back in all previous rounds, I will continue sending 50 points to maintain cooperation and fairness.","To maintain a consistent strategy and reciprocate Participant A's trust, just as I have done in the previous rounds.",8.0,7.0,9.0,9.0,6.0,4.0,7.0,10.0
trust,axqf0q0v,1,8,50,75,"In the previous rounds, sending 50 points to Participant B resulted in a consistent and favorable return of 75 points. This strategy has maximized my total points, so I choose to continue following it.","To continue the consistent strategy of maintaining trust and fairness, returning the same amount as in previous rounds.",9.0,4.0,3.0,7.0,2.0,3.0,8.0,9.0
trust,axqf0q0v,1,9,50,75,"I have consistently sent 50 points in previous rounds, and the strategy has led to a reliable return of 75 points.","To continue the consistent strategy of maintaining trust and fairness, returning the same amount as in previous rounds.",8.0,4.0,6.0,7.0,3.0,4.0,9.0,9.0
trust,axqf0q0v,1,10,50,75,"I have consistently sent 50 points in all previous rounds, which has resulted in a fair and balanced return of points from Participant B. This strategy has worked well so far, and I see no reason to change it in the final round.","To continue the consistent strategy of maintaining trust and fairness, returning the same amount as in previous rounds.",7.0,6.0,9.0,8.0,3.0,5.0,9.0,9.0
trust,axqf0q0v,2,1,50,75,Sending 50 points to Participant B allows for potential fairness in the game while also ensuring some level of cooperation. It gives both participants a chance to earn points.,"As Participant B, I want to send back half of the points received from Participant A (which is 150 points) to encourage cooperation while retaining a fair share of the points for myself.",6.0,7.0,9.0,8.0,7.0,6.0,8.0,7.0
trust,axqf0q0v,2,2,60,90,"Sending 60 points to Participant B increases the overall potential earnings for both of us while still keeping a significant portion of the endowment for myself. This decision aims to balance cooperation and personal gain, fostering trust and potential reciprocity.","As Participant B, I chose to send back half of the points received from Participant A (which is 180 points) to encourage cooperation while retaining a fair share of the points for myself.",7.0,6.0,8.0,9.0,7.0,7.0,9.0,8.0
trust,axqf0q0v,2,3,70,105,"Sending 70 points to Participant B aims to further increase the mutual benefits from the cooperation. This increment is intended to build more trust and potentially maximize earnings over the subsequent rounds, based on the positive reciprocity experienced so far.","As Participant B, I chose to send back half of the received points (which is 105 points) to maintain cooperation and fairness while retaining a reasonable share for myself.",8.0,7.0,6.0,9.0,7.0,6.0,9.0,8.0
trust,axqf0q0v,2,4,80,120,"Given the positive reciprocity in previous rounds and the objective of maximizing mutual earnings, sending 80 points aims to keep building trust and potential earnings for both participants.","As Participant B, I decided to send back half of the received points (which is 120 points) to keep encouraging cooperation and maintain fairness while retaining a reasonable share for myself.",8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0
trust,axqf0q0v,2,5,90,135,"Building on the positive reciprocity of previous rounds, increasing the sent amount to 90 points is an attempt to further maximize mutual earnings and reinforce the trust established. With successful cooperation in past rounds, this strategy continues to aim for optimal gains for both participants.","To maintain a cooperative relationship and balance, sending back half of the received points encourages mutual trust and potential higher returns in future rounds.",8.0,8.0,7.0,9.0,6.0,6.0,8.0,9.0
trust,axqf0q0v,2,6,80,120,"In previous rounds, higher sent amounts resulted in higher returns, improving my total points.","To maintain fairness and encourage cooperation similar to my strategy in previous rounds, I will send back 120 points, which is half of the 240 points received.",9.0,2.0,3.0,5.0,4.0,6.0,10.0,8.0
trust,axqf0q0v,2,7,80,120,"Following the pattern of previous rounds, sending 80 points is a reasonable decision to maximize potential returns.","I chose to send back 120 points to maintain fairness and encourage cooperation, mirroring my previous decisions in similar scenarios.",10.0,2.0,3.0,4.0,3.0,6.0,9.0,8.0
trust,axqf0q0v,2,8,80,120,"Sending 80 points has consistently resulted in a good return from Participant B in previous rounds, providing a reliable payoff for both participants.","In previous rounds, Participant B typically sent back half of the points received. Sticking with this strategy, sending back 120 points keeps the pattern consistent.",8.0,6.0,5.0,7.0,6.0,6.0,8.0,7.0
trust,axqf0q0v,2,9,80,120,"Participant B has consistently returned triple the points sent in previous rounds, ensuring a higher total payoff for both parties.","Based on previous rounds, Participant B has consistently sent back 120 points when Participant A sent 80 points. To maintain fairness and consistency in decision-making, I will send back 120 points again.",6.0,8.0,7.0,9.0,3.0,6.0,9.0,7.0
trust,axqf0q0v,2,10,80,120,"Based on the previous rounds, sending 80 points has led to consistent and favorable returns from Participant B. Therefore, repeating this strategy in the final round seems optimal.","In the previous rounds, the consistent pattern was sending back half of the points received. Participant A sent 80 points, which were multiplied to 240 points. Sending back 120 points is a fair and consistent response.",9.0,3.0,4.0,7.0,5.0,6.0,9.0,7.0
trust,axqf0q0v,3,1,50,75,Sending 50 points is a balanced approach. This amount is sufficient to potentially gain a good return from Participant B but still retains half of the endowment in case Participant B does not return many points.,"To ensure fairness and maintain a balanced payoff, I decided to return half of the tripled points (150 / 2). This way, both participants will end up with an equal number of points.",8.0,5.0,6.0,6.0,5.0,5.0,10.0,7.0
trust,axqf0q0v,3,2,50,75,"Following the same strategy as in round 1, where sending 50 points resulted in a favorable return.",I chose to maintain the fairness and balance similar to round 1. Returning 75 points ensures both participants have an equal number of points.,8.0,2.0,4.0,7.0,3.0,5.0,10.0,6.0
trust,axqf0q0v,3,3,50,75,"In previous rounds, sending 50 points to Participant B resulted in a favorable return of 75 points, increasing my total payoff. Continuing this strategy seems logical to sustain similar results.","To maintain fairness and balance, continuing the strategy from the previous rounds.",9.0,3.0,2.0,4.0,4.0,4.0,10.0,7.0
trust,axqf0q0v,3,4,50,75,"The participant has been following a consistent strategy of sending 50 points to Participant B in previous rounds, resulting in a favorable return of 75 points each round. Hence, maintaining the same strategy in round 4 seems reasonable.",Continuing the strategy from previous rounds to ensure fairness and balance in payoffs.,8.0,3.0,5.0,6.0,4.0,6.0,9.0,7.0
trust,axqf0q0v,3,5,50,75,Following the consistent strategy of sending 50 points in previous rounds which has resulted in favorable returns.,"I chose to maintain fairness and balance, similar to previous rounds, by sending back an amount that ensures both participants have a relatively equal number of points.",9.0,3.0,7.0,8.0,3.0,6.0,10.0,7.0
trust,axqf0q0v,3,6,50,75,"I have been consistently sending 50 points in previous rounds and have been receiving a reasonable return from Participant B, thereby maximizing my total points.","To maintain fairness and balance, continuing the strategy from previous rounds where returning half of the tripled amount ensures both participants have a balanced payoff.",8.0,5.0,7.0,7.0,7.0,7.0,10.0,8.0
trust,axqf0q0v,3,7,50,75,"Consistent with the strategy used in previous rounds where sending 50 points has ensured a return of 75 points from Participant B, optimizing total points earned.","To maintain fairness and balance between both participants, continuing the strategy from previous rounds.",9.0,3.0,5.0,7.0,3.0,3.0,9.0,7.0
trust,axqf0q0v,3,8,50,75,Consistent strategy: Sending 50 points has resulted in favorable outcomes in previous rounds. Continuing this strategy maintains balance.,"This amount maintains fairness and a balanced payoff, as consistently applied in the previous rounds.",7.0,6.0,5.0,5.0,5.0,5.0,10.0,7.0
trust,axqf0q0v,3,9,50,75,"I have consistently sent 50 points to Participant B in previous rounds and received a reliable return of 75 points each time. By maintaining this strategy, I aim to maximize my final earnings.",I have been consistently sending back 75 points to ensure fairness and balance in each round. This strategy has maintained an equitable payoff for both participants.,10.0,3.0,4.0,7.0,5.0,7.0,10.0,8.0
trust,axqf0q0v,3,10,50,75,"In previous rounds, sending 50 points has consistently resulted in a favorable return of 75 points, maximizing my payoff.",I chose to send back 75 points in previous rounds to maintain fairness and balance. Continuing the strategy ensures consistency.,10.0,2.0,2.0,2.0,4.0,6.0,9.0,7.0
trust,axqf0q0v,4,1,50,75,"Sending half the points (50) is a balanced approach. This allows for potential reciprocity and mutual benefit, as Participant B could triple the amount and may return a fair share.","Sending back half of the received amount allows both participants to end up with a fair share while still capitalizing on the multiplier effect, ensuring trust and fairness in future rounds.",6.0,6.0,8.0,7.0,6.0,7.0,9.0,9.0
trust,axqf0q0v,4,2,50,75,"In the first round, sending 50 points resulted in a favorable outcome where I ended up with more points (125), and it showed a level of trust with Participant B returning more points (75). Repeating the same strategy might continue to build trust and result in mutually beneficial outcomes.","Sending back half of the received amount allows both participants to end up with a fair share while still capitalizing on the multiplier effect, ensuring trust and fairness in future rounds.",8.0,6.0,7.0,9.0,7.0,7.0,9.0,9.0
trust,axqf0q0v,4,3,50,75,"In the previous rounds, sending 50 points resulted in both participants benefiting fairly. I aim to maintain the same strategy to continue mutual gains.","In the previous rounds, I sent back 75 points, maintaining a balance where both Participant A and I benefit relatively equally. I will continue with this strategy.",7.0,7.0,8.0,8.0,7.0,6.0,9.0,7.0
trust,axqf0q0v,4,4,50,75,"In the previous three rounds, I sent 50 points each time, and Participant B returned a higher amount, resulting in a positive net gain for me in each round.","Following the same strategy as in previous rounds, I choose to send back half of the received points to maintain consistency and fairness, encouraging cooperation.",9.0,5.0,4.0,7.0,4.0,6.0,8.0,7.0
trust,axqf0q0v,4,5,50,75,"In the previous rounds, sending 50 points resulted in a beneficial outcome where both Participant A and Participant B ended up with a positive payoff.","In all previous rounds I sent back 75 points to Participant A, which seems like a fair approach to maintain mutual benefit.",6.0,7.0,8.0,6.0,5.0,7.0,9.0,8.0
trust,axqf0q0v,4,6,50,75,"In previous rounds, sending 50 points resulted in a favorable and consistent return from Participant B. Continuing with this strategy maximizes trust and cooperation.","In the previous rounds, I have consistently sent back 75 points out of the 150 points received, maintaining a stable and cooperative relationship with Participant A. Keeping this behavior consistent might encourage continued trust and possibly maximize both of our payoffs.",7.0,5.0,6.0,9.0,7.0,7.0,8.0,9.0
trust,axqf0q0v,4,7,50,75,"In previous rounds, sending 50 points has consistently resulted in a positive return with Participant B returning 75 points. This strategy ensures a steady increase in my total points.",Returning 75 points maintains fairness and reciprocity as it mirrors the amounts from previous rounds.,10.0,2.0,3.0,7.0,3.0,2.0,9.0,7.0
trust,axqf0q0v,4,8,50,75,"In the previous seven rounds, sending 50 points to Participant B resulted in a favorable outcome, with Participant B returning 75 points each time. This strategy has maximized my points so far.","To maintain consistency and fairness for both participants, I will continue to send back the same amount as in previous rounds.",10.0,3.0,4.0,6.0,3.0,4.0,9.0,7.0
trust,axqf0q0v,4,9,50,75,"Consistently sending 50 points has resulted in a favorable and predictable return of 75 points from Participant B, optimizing both participants' earnings.","In the previous rounds, I have consistently returned 75 points to balance fairness and self-benefit, so I will maintain this strategy.",8.0,7.0,7.0,9.0,8.0,5.0,9.0,6.0
trust,axqf0q0v,4,10,50,75,"Based on the pattern in previous rounds, sending 50 points has consistently resulted in a favorable return of 75 points from Participant B, maximizing my total points.","I have consistently sent back 75 points in all previous rounds, maintaining fairness and cooperation, which builds trust. Continuing this amount aligns with my strategy and ensures a consistent pattern of decision-making.",10.0,2.0,3.0,5.0,5.0,5.0,9.0,9.0
trust,axqf0q0v,5,1,50,75,Sending 50 points allows both participants to potentially end up with equal points if Participant B sends back an equivalent amount.,"This choice is based on fairness. Since I received 150 points from Participant A's 50 points (due to tripling), sending back 75 points means I keep 75 points and Participant A ends up with 125 points (100 - 50 + 75), leading to a balanced outcome.",6.0,6.0,9.0,8.0,6.0,7.0,10.0,8.0
trust,axqf0q0v,5,2,50,75,"Based on the first round, sending 50 points resulted in a favorable return. Maintaining the same strategy may yield similar or better results.","Sending back 75 points ensures a fair distribution of points between both participants, similar to my decision in the previous round.",9.0,3.0,4.0,5.0,3.0,4.0,9.0,6.0
trust,axqf0q0v,5,3,50,75,"In the first two rounds, sending 50 points resulted in a favorable return of 75 points each time. Repeating this strategy is likely to maintain similar payoffs.","I chose to return 75 points, as it maintains a fair distribution similar to previous rounds, where both participants gain a reasonable amount of points.",10.0,1.0,3.0,5.0,6.0,6.0,9.0,8.0
trust,axqf0q0v,5,4,50,75,"In previous rounds, sending 50 points has resulted in a satisfactory payoff for me as Participant A. Participant B has consistently returned 75 points, ensuring that I maintain a good balance of points.","I have consistently sent back 75 points in previous rounds, which seems to be a fair strategy ensuring both participants benefit evenly.",8.0,4.0,5.0,7.0,6.0,7.0,9.0,8.0
trust,axqf0q0v,5,5,50,75,Previous rounds have shown that sending 50 points results in a satisfactory return of 75 points. This strategy has proven to be reliable and maximizes my payoff.,"In previous rounds, I have consistently returned 75 points out of the 150 points received. This strategy aims to maintain fairness and reciprocity, ensuring both participants benefit.",10.0,2.0,3.0,5.0,5.0,6.0,10.0,8.0
trust,axqf0q0v,5,6,50,75,"Sending 50 points has consistently resulted in a good return of 75 points, leading to optimal payoffs for both participants.","I have so far consistently chosen to return half of the tripled amount received (i.e., 75 points out of the 150 points). This has established a pattern of fairness and reciprocity.",8.0,7.0,6.0,6.0,3.0,6.0,9.0,8.0
trust,axqf0q0v,5,7,50,75,"Sending 50 points has resulted in a fair and predictable return from Participant B, maximizing both our payoffs. I will continue with this strategy.","I have consistently chosen to return 75 points in all previous rounds, maintaining a strategy that maximizes mutual benefit.",8.0,7.0,9.0,8.0,6.0,7.0,8.0,7.0
trust,axqf0q0v,5,8,50,75,"Sending 50 points to Participant B has consistently resulted in a favorable return of 75 points in previous rounds, maximizing my payoff.","To maintain consistency with previous rounds, where returning 75 points struck a balance between fairness and self-interest.",10.0,4.0,3.0,6.0,7.0,6.0,9.0,7.0
trust,axqf0q0v,5,9,50,75,"Sending 50 points has consistently resulted in a fair return of 75 points, keeping our payoffs balanced and predictable. Therefore, I will continue with the same strategy.","I have chosen to maintain consistency throughout the rounds, returning 75 points each round so Participant A and I benefit equally.",8.0,7.0,9.0,8.0,6.0,8.0,10.0,8.0
trust,axqf0q0v,5,10,50,75,"Sending 50 points has consistently resulted in a fair return of 75 points, keeping our payoffs balanced and predictable. Therefore, I will continue with the same strategy.","I have chosen to send back 75 points in each of the previous rounds as a consistent strategy, and I will continue this strategy in the final round.",8.0,7.0,9.0,8.0,4.0,7.0,8.0,9.0
trust,fy68aj5n,1,1,50,50,"Sending 50 points maximizes both the available points for multiplication and minimizes personal risk, assuming trust in reciprocation by Participant B.","Participant A sent 50 points, tripling them to 150. Sending back 50 points will result in equal points for both participants (100 each), promoting fairness.",9.0,7.0,8.0,9.0,2.0,5.0,10.0,6.0
trust,fy68aj5n,1,2,50,50,"I will continue with the strategy of balancing trust and maximizing potential points from the multiplication process, as it yielded equally beneficial results for both participants in the previous round.",I chose to send back 50 points to maintain balanced points distribution between the participants and to encourage cooperation from Participant A in future rounds.,7.0,7.0,8.0,8.0,3.0,5.0,9.0,8.0
trust,fy68aj5n,1,3,50,50,"I will continue with the strategy of balancing trust and maximizing potential points from the multiplication process, as it yielded equally beneficial results for both participants in the previous rounds.","To continue maintaining a fair balance and encourage trust, similar to the previous rounds where returning 50 points resulted in mutual equal points.",8.0,7.0,7.0,8.0,4.0,5.0,9.0,9.0
trust,fy68aj5n,1,4,50,50,"I will continue with the strategy of balancing trust and maximizing potential points from the multiplication process, as it yielded equally beneficial results for both participants in the previous rounds.","By consistently returning 50 points as in previous rounds, I maintain a fair and predictable outcome for both participants, ensuring mutual trust and equality.",7.0,6.0,8.0,9.0,6.0,6.0,10.0,10.0
trust,fy68aj5n,1,5,50,50,"I will continue with the strategy of balancing trust and maximizing potential points from the multiplication process, as it has consistently yielded equally beneficial results for both participants in previous rounds.",Consistently returning 50 points maintains fairness and mutual trust with the other participant.,8.0,7.0,9.0,9.0,2.0,2.0,10.0,9.0
trust,fy68aj5n,1,6,50,50,I have chosen to maintain the strategy of sending 50 points to Participant B as both our payoffs have been maximized and remained equal in the previous rounds by doing so.,To maintain a balanced and fair payoff for both participants as in previous rounds.,8.0,8.0,9.0,7.0,5.0,5.0,10.0,6.0
trust,fy68aj5n,1,7,50,50,"Based on previous rounds, sending 50 points to Participant B has resulted in a balanced and fair exchange. This strategy has consistently maximized my potential points from the multiplication process while maintaining trust with Participant B.",To maintain a balanced and fair payoff for both participants as in previous rounds.,8.0,5.0,7.0,8.0,3.0,5.0,10.0,7.0
trust,fy68aj5n,1,8,50,50,"Maintaining a strategy of balance and trust, sending 50 points has previously resulted in an equal return, ensuring both participants end up with 100 points each per round.",To maintain a balanced and fair payoff for both participants as in previous rounds.,8.0,8.0,9.0,10.0,5.0,5.0,10.0,8.0
trust,fy68aj5n,1,9,50,50,"I have consistently sent 50 points in previous rounds, and it has resulted in an equal payoff of 100 points for both participants each time. I aim to maintain this strategy to ensure fairness and consistent results.",To maintain a balanced and fair payoff for both participants as in previous rounds.,7.0,7.0,10.0,8.0,4.0,4.0,9.0,7.0
trust,fy68aj5n,1,10,50,50,"In all previous rounds, sending 50 points resulted in a fair split where both participants ended up with 100 points each. This strategy seems to promote cooperation and fairness.",Maintaining consistency and fairness in line with previous rounds.,6.0,6.0,9.0,8.0,3.0,3.0,9.0,7.0
trust,fy68aj5n,2,1,50,50,I selected 50 points to balance fairness and maintain an equal share of the endowment.,"To maintain an equal split of points, which is fair and promotes trust between participants.",5.0,5.0,10.0,6.0,4.0,4.0,9.0,8.0
trust,fy68aj5n,2,2,50,50,"I chose to send 50 points to maintain a level of consistency from the first round and to observe if Participant B will return the same amount again, promoting fair share and trust.",Returning a fair amount similar to the previous round's choice to promote equitable distribution and maintain trust between participants.,5.0,4.0,8.0,9.0,3.0,6.0,9.0,8.0
trust,fy68aj5n,2,3,50,50,"Participant A has been using a consistent strategy by sending 50 points in the previous rounds, which resulted in an even split of points. To maintain this equilibrium and see if the same strategy works again, I will send 50 points.","I chose to return 50 points because it is consistent with my previous choices in rounds 1 and 2. This maintains equitable sharing of benefits, ensuring both players continue to trust and cooperate.",7.0,5.0,8.0,7.0,7.0,7.0,9.0,10.0
trust,fy68aj5n,2,4,50,50,"In the last three rounds, sending 50 points has resulted in both participants ending up with 100 points. This strategy has proven to be fair and beneficial for both participants so far.","To show consistency and fairness in our interactions, I decided to return the same amount of points back to Participant A as I did in previous rounds.",7.0,7.0,9.0,8.0,3.0,4.0,9.0,8.0
trust,fy68aj5n,2,5,50,50,"Both participants have maintained a cooperative strategy by sending and returning 50 points in previous rounds, which has led to equal points distribution and fairness.",I have chosen to send back 50 points in each of the previous rounds to maintain fairness and consistency in our interactions.,6.0,6.0,9.0,8.0,3.0,6.0,10.0,8.0
trust,fy68aj5n,2,6,50,50,"In the previous five rounds, Participant A consistently sent 50 points to Participant B, and this strategy seems to achieve a fair distribution where both participants end up with 100 points each. Continuing with this strategy should maintain fairness and trust.",I have consistently returned 50 points in all previous rounds to maintain fairness and consistency. I will continue this pattern.,5.0,5.0,10.0,8.0,3.0,5.0,10.0,8.0
trust,fy68aj5n,2,7,50,50,"I chose to send 50 points because this strategy has worked well for both participants in all previous rounds, ensuring equal payoffs and mutual cooperation.","To maintain consistency and fairness, as done in previous rounds.",7.0,7.0,9.0,9.0,2.0,2.0,9.0,7.0
trust,fy68aj5n,2,8,50,50,"I chose to send 50 points because this strategy has worked well for both participants in all previous rounds, ensuring equal payoffs and mutual cooperation.",I chose to return 50 points to maintain fairness and consistency as I have done in previous rounds.,7.0,7.0,9.0,8.0,3.0,4.0,9.0,8.0
trust,fy68aj5n,2,9,50,50,"I chose to send 50 points because this strategy has worked well for both participants in all previous rounds, ensuring equal payoffs and mutual cooperation.","To maintain fairness and consistency, I chose to return 50 points as I have done in previous rounds.",6.0,6.0,8.0,7.0,3.0,5.0,10.0,7.0
trust,fy68aj5n,2,10,50,50,"In all previous rounds, sending 50 points led to a fair and equitable outcome where both participants ended up with 100 points each round. Maintaining this strategy for the final round ensures consistency and fairness.","Throughout the experiment, I have maintained a consistent and fair strategy of returning 50 points. This strategy has resulted in equal points for both participants.",5.0,7.0,10.0,7.0,6.0,6.0,10.0,7.0
trust,fy68aj5n,3,1,50,75,"Sending 50 points will result in Participant B receiving 150 points. If Participant B is fair and returns 50 points, both participants will end up with 100 points, making the transaction beneficial for both.","Sending back 75 points, which is half of the 150 points I received, seems fair because it keeps a balance between reciprocity and preserving some points for myself.",8.0,8.0,9.0,7.0,6.0,6.0,9.0,7.0
trust,fy68aj5n,3,2,50,75,"Sending 50 points to Participant B has proven beneficial in the previous round, with both participants ending up with a positive outcome.","Sending back half of the received points seems fair, balancing reciprocity while retaining some points for myself.",7.0,7.0,6.0,5.0,6.0,5.0,8.0,7.0
trust,fy68aj5n,3,3,50,75,"In the previous two rounds, sending 50 points resulted in a positive outcome for both participants. Therefore, I will continue sending 50 points to maintain consistency and cooperative behavior.","This amount maintains a similar strategy as the previous rounds, sending back half of the tripled points to Participant A. It balances cooperation and personal payoff.",7.0,7.0,8.0,9.0,7.0,6.0,8.0,7.0
trust,fy68aj5n,3,4,50,75,Consistency in cooperation has yielded mutually beneficial outcomes in the previous rounds.,"In previous rounds, 75 points were sent back to Participant A, maintaining a stable and trustworthy interaction. Keeping the same strategy seems beneficial.",7.0,7.0,6.0,8.0,7.0,6.0,7.0,9.0
trust,fy68aj5n,3,5,50,75,"I chose to send 50 points to maintain the strategy of consistency and cooperative behavior, which has yielded positive results in the previous rounds.","In the previous rounds, I have consistently chosen to return 75 points to ensure a balanced payoff. This strategy appears to be fair and maintains cooperative behavior between both participants. Continuing with 75 points should foster trust and reciprocity in future rounds.",6.0,4.0,6.0,8.0,6.0,7.0,9.0,9.0
trust,fy68aj5n,3,6,50,75,"To maintain consistency and cooperative behavior from previous rounds, which has been reciprocated positively by Participant B.",Consistent with my decisions in previous rounds to maintain a cooperative strategy and a fair balance between both participants.,5.0,6.0,6.0,9.0,6.0,7.0,9.0,8.0
